sensor_1,sensor_2,sensor_3,sensor_4,sensor_5,sensor_6,sensor_7,sensor_8,sensor_9,sensor_10,sensor_11,sensor_12,sensor_13,sensor_14,sensor_15,sensor_16,decision
227.39645987102102,441.759495998652,497.0,520,292.3668769770273,143.5693834153525,123.81373235302014,112.47022433188803,184.5892072483103,159.18908445388303,144.6045741409989,280,280,280,190.91883092036784,148.49242404917499,forward
227.39645987102102,441.759495998652,497.0,520,292.3668769770273,143.5693834153525,123.81373235302014,112.47022433188803,184.5892072483103,233.9979094351824,337.41067299566413,280,280,280,190.91883092036784,148.49242404917499,forward
227.39645987102102,441.759495998652,497.0,520,292.3668769770273,143.5693834153525,123.81373235302014,112.47022433188803,184.5892072483103,228.3366696907828,337.41067299566413,280,280,280,190.91883092036784,148.49242404917499,forward
227.39645987102102,441.759495998652,497.0,520,292.3668769770273,143.5693834153525,123.81373235302014,112.47022433188803,184.5892072483103,222.67542994638328,337.41067299566413,280,280,280,190.91883092036784,148.49242404917499,forward
227.39645987102102,441.759495998652,498.0,520,292.3668769770273,143.5693834153525,123.81373235302014,112.47022433188803,184.5892072483103,215.12711028718377,337.41067299566413,280,280,280,190.91883092036784,148.49242404917499,forward
227.39645987102102,441.759495998652,498.0,520,292.3668769770273,143.5693834153525,123.81373235302014,112.47022433188803,184.5892072483103,209.46587054278436,337.41067299566413,280,280,280,190.91883092036784,148.49242404917499,forward
227.39645987102102,441.759495998652,498.0,520,292.3668769770273,143.5693834153525,123.81373235302014,112.47022433188803,184.5892072483103,201.9175508835848,298.57580772991105,280,280,280,190.91883092036784,148.49242404917499,forward
227.39645987102102,441.759495998652,498.0,520,292.3668769770273,143.5693834153525,123.81373235302014,112.47022433188803,184.5892072483103,198.14339105398517,292.99495151066037,280,280,280,190.91883092036784,148.49242404917499,forward
227.39645987102102,441.759495998652,498.0,520,292.3668769770273,143.5693834153525,123.81373235302014,112.47022433188803,184.5892072483103,190.5950713947857,281.8332390721591,280,280,280,190.91883092036784,148.49242404917499,forward
227.39645987102102,441.759495998652,498.0,520,292.3668769770273,143.5693834153525,123.81373235302014,112.47022433188803,184.5892072483103,184.93383165038617,273.46195474328306,280,280,280,195.16147160748713,148.49242404917499,forward
227.39645987102102,441.759495998652,498.0,520,292.3668769770273,143.5693834153525,123.81373235302014,112.47022433188803,184.5892072483103,177.3855119911867,262.30024230478165,280,280,280,200.8183258569795,148.49242404917499,forward
227.39645987102102,441.759495998652,498.0,520,292.3668769770273,143.5693834153525,123.81373235302014,112.47022433188803,184.5892072483103,171.72427224678708,253.9289579759057,280,280,280,206.47518010647187,148.49242404917499,forward
227.39645987102102,441.759495998652,498.0,520,292.3668769770273,143.5693834153525,123.81373235302014,112.47022433188803,184.5892072483103,164.17595258758763,242.76724553740436,280,280,280,212.13203435596427,148.49242404917499,forward
227.39645987102102,441.759495998652,498.0,520,292.3668769770273,143.5693834153525,123.81373235302014,112.47022433188803,184.5892072483103,159.18908445388303,231.6055330989029,280,280,280,217.78888860545672,148.49242404917499,forward
227.39645987102102,441.759495998652,498.0,520,292.3668769770273,143.5693834153525,123.81373235302014,112.47022433188803,184.5892072483103,159.18908445388303,223.23424877002697,280,280,280,223.44574285494895,148.49242404917499,forward
227.39645987102102,441.759495998652,498.0,520,292.3668769770273,143.5693834153525,123.81373235302014,112.47022433188803,184.5892072483103,159.18908445388303,212.07253633152575,280,280,280,229.10259710444132,148.49242404917499,forward
227.39645987102102,441.759495998652,497.0,520,292.3668769770273,143.5693834153525,123.81373235302014,112.47022433188803,184.5892072483103,159.18908445388303,200.9108238930242,280,280,280,234.75945135393377,148.49242404917499,forward
227.39645987102102,441.759495998652,497.0,520,292.3668769770273,143.5693834153525,123.81373235302014,112.47022433188803,184.5892072483103,159.18908445388303,192.53953956414824,280,280,280,240.41630560342617,148.49242404917499,forward
227.39645987102102,441.759495998652,497.0,520,292.3668769770273,143.5693834153525,123.81373235302014,112.47022433188803,184.5892072483103,159.18908445388303,181.377827125647,280,280,280,246.07315985291854,148.49242404917499,forward
227.39645987102102,441.759495998652,497.0,520,292.3668769770273,143.5693834153525,123.81373235302014,112.47022433188803,184.5892072483103,159.18908445388303,170.21611468714545,280,280,280,251.7300141024109,148.49242404917499,forward
227.39645987102102,441.759495998652,497.0,520,292.3668769770273,143.5693834153525,123.81373235302014,112.47022433188803,184.5892072483103,159.18908445388303,159.05440224864424,280,280,280,257.3868683519032,148.49242404917499,forward
227.39645987102102,441.759495998652,497.0,520,292.3668769770273,143.5693834153525,123.81373235302014,112.47022433188803,184.5892072483103,159.18908445388303,150.68311791976828,280,280,280,263.0437226013956,148.49242404917499,forward
227.39645987102102,441.759495998652,497.0,520,292.3668769770273,143.5693834153525,123.81373235302014,112.47022433188803,184.5892072483103,159.18908445388303,144.6045741409989,280,280,280,268.70057685088807,148.49242404917499,forward
227.39645987102102,441.759495998652,497.0,520,292.3668769770273,143.5693834153525,123.81373235302014,112.47022433188803,184.5892072483103,159.18908445388303,144.6045741409989,280,280,280,274.35743110038044,148.49242404917499,forward
227.39645987102102,441.759495998652,497.0,520,292.3668769770273,143.5693834153525,123.81373235302014,112.47022433188803,184.5892072483103,159.18908445388303,144.6045741409989,280,280,280,280,148.49242404917499,forward
227.39645987102102,441.759495998652,496.0,520,292.3668769770273,143.5693834153525,123.81373235302014,112.47022433188803,184.5892072483103,159.18908445388303,144.6045741409989,280,280,280,280,148.49242404917499,forward
227.39645987102102,441.759495998652,496.0,520,292.3668769770273,143.5693834153525,123.81373235302014,112.47022433188803,184.5892072483103,159.18908445388303,144.6045741409989,280,280,280,280,148.49242404917499,forward
227.39645987102102,441.759495998652,496.0,520,292.3668769770273,143.5693834153525,123.81373235302014,112.47022433188803,184.5892072483103,159.18908445388303,144.6045741409989,280,280,280,280,148.49242404917499,forward
227.39645987102102,441.759495998652,496.0,520,292.3668769770273,143.5693834153525,123.81373235302014,112.47022433188803,184.5892072483103,159.18908445388303,144.6045741409989,280,280,280,280,148.49242404917499,forward
227.39645987102102,441.759495998652,496.0,520,292.3668769770273,143.5693834153525,123.81373235302014,112.47022433188803,184.5892072483103,159.18908445388303,144.6045741409989,280,280,280,280,148.49242404917499,forward
227.39645987102102,441.759495998652,496.0,520,292.3668769770273,143.5693834153525,123.81373235302014,112.47022433188803,184.5892072483103,159.18908445388303,144.6045741409989,280,280,280,280,148.49242404917499,forward
227.39645987102102,441.759495998652,496.0,520,292.3668769770273,143.5693834153525,123.81373235302014,112.47022433188803,184.5892072483103,159.18908445388303,144.6045741409989,280,280,280,280,148.49242404917499,forward
227.39645987102102,441.759495998652,496.0,520,292.3668769770273,143.5693834153525,123.81373235302014,112.47022433188803,184.5892072483103,159.18908445388303,144.6045741409989,280,280,280,280,148.49242404917499,forward
227.39645987102102,441.759495998652,495.0,520,292.3668769770273,143.5693834153525,123.81373235302014,112.47022433188803,184.5892072483103,159.18908445388303,144.6045741409989,280,280,280,280,148.49242404917499,forward
227.39645987102102,441.759495998652,495.0,520,292.3668769770273,143.5693834153525,123.81373235302014,112.47022433188803,184.5892072483103,159.18908445388303,144.6045741409989,280,280,280,280,148.49242404917499,forward
227.39645987102102,441.759495998652,495.0,520,292.3668769770273,143.5693834153525,123.81373235302014,112.47022433188803,184.5892072483103,159.18908445388303,144.6045741409989,280,280,280,280,148.49242404917499,forward
227.39645987102102,441.759495998652,495.0,520,292.3668769770273,143.5693834153525,123.81373235302014,112.47022433188803,184.5892072483103,159.18908445388303,144.6045741409989,280,280,280,280,148.49242404917499,forward
227.39645987102102,441.759495998652,495.0,520,292.3668769770273,143.5693834153525,123.81373235302014,112.47022433188803,184.5892072483103,159.18908445388303,144.6045741409989,280,280,280,280,148.49242404917499,forward
227.39645987102102,441.759495998652,495.0,520,292.3668769770273,143.5693834153525,123.81373235302014,112.47022433188803,184.5892072483103,159.18908445388303,144.6045741409989,280,280,280,280,148.49242404917499,forward
227.39645987102102,441.759495998652,495.0,520,292.3668769770273,143.5693834153525,123.81373235302014,112.47022433188803,184.5892072483103,159.18908445388303,144.6045741409989,280,280,280,280,148.49242404917499,forward
227.39645987102102,441.759495998652,495.0,520,292.3668769770273,143.5693834153525,123.81373235302014,112.47022433188803,184.5892072483103,159.18908445388303,144.6045741409989,280,280,280,280,148.49242404917499,forward
227.39645987102102,441.759495998652,495.0,520,292.3668769770273,143.5693834153525,123.81373235302014,112.47022433188803,184.5892072483103,159.18908445388303,144.6045741409989,280,280,280,280,148.49242404917499,forward
227.39645987102102,441.759495998652,494.0,520,292.3668769770273,143.5693834153525,123.81373235302014,112.47022433188803,184.5892072483103,159.18908445388303,144.6045741409989,280,280,280,280,148.49242404917499,forward
227.39645987102102,441.759495998652,494.0,520,292.3668769770273,143.5693834153525,123.81373235302014,112.47022433188803,184.5892072483103,159.18908445388303,144.6045741409989,280,280,280,280,148.49242404917499,forward
227.39645987102102,441.759495998652,494.0,520,292.3668769770273,143.5693834153525,123.81373235302014,112.47022433188803,184.5892072483103,159.18908445388303,144.6045741409989,280,280,280,280,148.49242404917499,forward
227.39645987102102,441.759495998652,494.0,520,292.3668769770273,143.5693834153525,123.81373235302014,112.47022433188803,184.5892072483103,159.18908445388303,144.6045741409989,280,280,280,280,148.49242404917499,forward
227.39645987102102,441.759495998652,494.0,520,292.3668769770273,143.5693834153525,123.81373235302014,112.47022433188803,184.5892072483103,159.18908445388303,144.6045741409989,280,280,280,280,148.49242404917499,forward
227.39645987102102,441.759495998652,494.0,520,292.3668769770273,143.5693834153525,123.81373235302014,112.47022433188803,184.5892072483103,159.18908445388303,144.6045741409989,280,280,280,280,148.49242404917499,forward
227.39645987102102,441.759495998652,494.0,520,292.3668769770273,143.5693834153525,123.81373235302014,112.47022433188803,184.5892072483103,159.18908445388303,144.6045741409989,280,280,280,280,148.49242404917499,forward
227.39645987102102,441.759495998652,494.0,520,292.3668769770273,143.5693834153525,123.81373235302014,112.47022433188803,184.5892072483103,159.18908445388303,144.6045741409989,280,280,280,280,148.49242404917499,forward
227.39645987102102,441.759495998652,494.0,520,292.3668769770273,143.5693834153525,123.81373235302014,112.47022433188803,184.5892072483103,159.18908445388303,144.6045741409989,280,280,280,280,148.49242404917499,forward
227.39645987102102,441.759495998652,494.0,520,292.3668769770273,143.5693834153525,123.81373235302014,112.47022433188803,184.5892072483103,159.18908445388303,144.6045741409989,280,280,280,280,148.49242404917499,forward
227.39645987102102,441.759495998652,494.0,520,292.3668769770273,143.5693834153525,123.81373235302014,112.47022433188803,184.5892072483103,159.18908445388303,144.6045741409989,280,280,280,280,148.49242404917499,forward
